case_index,scenario,kind,truth,top1,top3,correct,rank
734,late_single_cause,test_name,test_payment_recovery_4527,test_payment_recovery_4527,test_payment_recovery_4527|test_payment_recovery_7588,1,1
735,isolated_observations,exception,,,,1,
736,ambiguous_competitors,config_key,,PAYMENT_RECOVERY_2164,PAYMENT_RECOVERY_2164|PAYMENT_RECOVERY_8701,0,
737,speculative_loop,exception,,PaymentRecovery0179Error,PaymentRecovery0179Error|PaymentRecovery3172Error,0,
738,stale_then_confirmed,config_key,PAYMENT_RECOVERY_3216,PAYMENT_RECOVERY_3216,PAYMENT_RECOVERY_3216|PAYMENT_RECOVERY_6890,1,1
739,bridge_with_noise,request_id,req-5194,req-5194,req-5194|req-4850,1,1
740,mixed_evidence,function_name,recover_payment_state_9556,recover_payment_state_9556,recover_payment_state_9556|recover_payment_state_1902,1,1
741,three_tool_chain,request_id,req-1867,req-1867,req-1867,1,1
742,speculative_loop,file_path,,services/payment/recovery_0449.py,services/payment/recovery_0449.py|services/payment/recovery_7750.py,0,
743,competing_bridges,class_name,PaymentRecoveryNode7600,PaymentRecoveryNode7600,PaymentRecoveryNode7600|PaymentRecoveryNode1688,1,1
744,late_single_cause,exception,PaymentRecovery4564Error,PaymentRecovery4564Error,PaymentRecovery4564Error|PaymentRecovery4801Error,1,1
745,mixed_evidence,config_key,PAYMENT_RECOVERY_9351,PAYMENT_RECOVERY_9351,PAYMENT_RECOVERY_9351|PAYMENT_RECOVERY_4239,1,1
746,ambiguous_competitors,exception,,PaymentRecovery2364Error,PaymentRecovery2364Error|PaymentRecovery2469Error,0,
747,two_hop_join,function_name,recover_payment_state_3189,recover_payment_state_3189,recover_payment_state_3189,1,1
748,diagnostic_fork,class_name,PaymentRecoveryNode2927,PaymentRecoveryNode2927,PaymentRecoveryNode2927,1,1
749,isolated_observations,exception,,,,1,
750,competing_bridges,config_key,PAYMENT_RECOVERY_8702,PAYMENT_RECOVERY_8702,PAYMENT_RECOVERY_8702|PAYMENT_RECOVERY_0389,1,1
751,mixed_evidence,config_key,PAYMENT_RECOVERY_9587,PAYMENT_RECOVERY_9587,PAYMENT_RECOVERY_9587|PAYMENT_RECOVERY_5137,1,1
752,bridge_with_noise,file_path,services/payment/recovery_2671.py,services/payment/recovery_2671.py,services/payment/recovery_2671.py|services/payment/recovery_1442.py,1,1
753,bridge_with_noise,function_name,recover_payment_state_8361,recover_payment_state_8361,recover_payment_state_8361|recover_payment_state_1064,1,1
754,mixed_evidence,exception,PaymentRecovery3863Error,PaymentRecovery3863Error,PaymentRecovery3863Error|PaymentRecovery0184Error,1,1
755,stale_then_confirmed,function_name,recover_payment_state_6136,recover_payment_state_6136,recover_payment_state_6136|recover_payment_state_2885,1,1
756,three_tool_chain,exception,PaymentRecovery6759Error,PaymentRecovery6759Error,PaymentRecovery6759Error,1,1
757,speculative_loop,file_path,,services/payment/recovery_3694.py,services/payment/recovery_3694.py|services/payment/recovery_5919.py,0,
758,ambiguous_competitors,request_id,,req-8009,req-8009|req-3395,0,
759,ambiguous_competitors,test_name,,test_payment_recovery_4939,test_payment_recovery_4939|test_payment_recovery_3628,0,
760,bridge_with_noise,exception,PaymentRecovery6523Error,PaymentRecovery6523Error,PaymentRecovery6523Error|PaymentRecovery1096Error,1,1
761,isolated_observations,config_key,,,,1,
762,three_tool_chain,config_key,PAYMENT_RECOVERY_1906,PAYMENT_RECOVERY_1906,PAYMENT_RECOVERY_1906,1,1
763,stale_then_confirmed,test_name,test_payment_recovery_7160,test_payment_recovery_7160,test_payment_recovery_7160|test_payment_recovery_2631,1,1
764,bridge_with_noise,class_name,PaymentRecoveryNode2324,PaymentRecoveryNode2324,PaymentRecoveryNode2324|PaymentRecoveryNode6563,1,1
765,bridge_with_noise,config_key,PAYMENT_RECOVERY_1682,PAYMENT_RECOVERY_1682,PAYMENT_RECOVERY_1682|PAYMENT_RECOVERY_9223,1,1
766,bridge_with_noise,test_name,test_payment_recovery_5140,test_payment_recovery_5140,test_payment_recovery_5140|test_payment_recovery_6387,1,1
767,isolated_observations,exception,,,,1,
768,late_single_cause,test_name,test_payment_recovery_9357,test_payment_recovery_9357,test_payment_recovery_9357|test_payment_recovery_2938,1,1
769,three_tool_chain,test_name,test_payment_recovery_7727,test_payment_recovery_7727,test_payment_recovery_7727,1,1
770,three_tool_chain,file_path,services/payment/recovery_1698.py,services/payment/recovery_1698.py,services/payment/recovery_1698.py,1,1
771,competing_bridges,request_id,req-8332,req-8332,req-8332|req-4505,1,1
772,speculative_loop,function_name,,recover_payment_state_1456,recover_payment_state_1456|recover_payment_state_3267,0,
773,speculative_loop,config_key,,PAYMENT_RECOVERY_8385,PAYMENT_RECOVERY_8385|PAYMENT_RECOVERY_1233,0,
774,late_single_cause,function_name,recover_payment_state_3429,recover_payment_state_3429,recover_payment_state_3429|recover_payment_state_8455,1,1
775,competing_bridges,class_name,PaymentRecoveryNode1148,PaymentRecoveryNode1148,PaymentRecoveryNode1148|PaymentRecoveryNode7590,1,1
776,stale_then_confirmed,config_key,PAYMENT_RECOVERY_4551,PAYMENT_RECOVERY_4551,PAYMENT_RECOVERY_4551|PAYMENT_RECOVERY_4332,1,1
777,mixed_evidence,class_name,PaymentRecoveryNode4555,PaymentRecoveryNode4555,PaymentRecoveryNode4555|PaymentRecoveryNode8171,1,1
778,isolated_observations,class_name,,,,1,
779,mixed_evidence,class_name,PaymentRecoveryNode1533,PaymentRecoveryNode1533,PaymentRecoveryNode1533|PaymentRecoveryNode8311,1,1
780,isolated_observations,test_name,,,,1,
781,speculative_loop,class_name,,PaymentRecoveryNode5226,PaymentRecoveryNode5226|PaymentRecoveryNode1744,0,
782,two_hop_join,exception,PaymentRecovery2630Error,PaymentRecovery2630Error,PaymentRecovery2630Error,1,1
783,bridge_with_noise,request_id,req-2600,req-2600,req-2600|req-6524,1,1
784,bridge_with_noise,test_name,test_payment_recovery_0653,test_payment_recovery_0653,test_payment_recovery_0653|test_payment_recovery_7051,1,1
785,stale_then_confirmed,class_name,PaymentRecoveryNode2346,PaymentRecoveryNode2346,PaymentRecoveryNode2346|PaymentRecoveryNode5456,1,1
786,three_tool_chain,class_name,PaymentRecoveryNode5672,PaymentRecoveryNode5672,PaymentRecoveryNode5672,1,1
787,mixed_evidence,request_id,req-8516,req-8516,req-8516|req-7235,1,1
788,diagnostic_fork,class_name,PaymentRecoveryNode4117,PaymentRecoveryNode4117,PaymentRecoveryNode4117,1,1
789,speculative_loop,file_path,,services/payment/recovery_7242.py,services/payment/recovery_7242.py|services/payment/recovery_5763.py,0,
790,stale_then_confirmed,exception,PaymentRecovery1427Error,PaymentRecovery1427Error,PaymentRecovery1427Error|PaymentRecovery4141Error,1,1
791,competing_bridges,function_name,recover_payment_state_0382,recover_payment_state_0382,recover_payment_state_0382|recover_payment_state_0128,1,1
792,bridge_with_noise,exception,PaymentRecovery3453Error,PaymentRecovery3453Error,PaymentRecovery3453Error|PaymentRecovery8410Error,1,1
793,isolated_observations,file_path,,,,1,
794,speculative_loop,function_name,,recover_payment_state_6309,recover_payment_state_6309|recover_payment_state_1062,0,
795,diagnostic_fork,config_key,PAYMENT_RECOVERY_2207,PAYMENT_RECOVERY_2207,PAYMENT_RECOVERY_2207,1,1
796,ambiguous_competitors,file_path,,services/payment/recovery_5560.py,services/payment/recovery_5560.py|services/payment/recovery_7701.py,0,
797,three_tool_chain,request_id,req-9593,req-9593,req-9593,1,1
798,speculative_loop,file_path,,services/payment/recovery_2104.py,services/payment/recovery_2104.py|services/payment/recovery_1497.py,0,
799,isolated_observations,function_name,,,,1,
800,bridge_with_noise,file_path,services/payment/recovery_2482.py,services/payment/recovery_2482.py,services/payment/recovery_2482.py|services/payment/recovery_0692.py,1,1
801,speculative_loop,file_path,,services/payment/recovery_8852.py,services/payment/recovery_8852.py|services/payment/recovery_6253.py,0,
802,three_tool_chain,test_name,test_payment_recovery_3193,test_payment_recovery_3193,test_payment_recovery_3193,1,1
803,bridge_with_noise,file_path,services/payment/recovery_6957.py,services/payment/recovery_6957.py,services/payment/recovery_6957.py|services/payment/recovery_4363.py,1,1
804,competing_bridges,file_path,services/payment/recovery_2369.py,services/payment/recovery_2369.py,services/payment/recovery_2369.py|services/payment/recovery_0477.py,1,1
805,late_single_cause,test_name,test_payment_recovery_4379,test_payment_recovery_4379,test_payment_recovery_4379|test_payment_recovery_9324,1,1
806,two_hop_join,exception,PaymentRecovery6796Error,PaymentRecovery6796Error,PaymentRecovery6796Error,1,1
807,competing_bridges,function_name,recover_payment_state_8279,recover_payment_state_8279,recover_payment_state_8279|recover_payment_state_5951,1,1
808,three_tool_chain,class_name,PaymentRecoveryNode8578,PaymentRecoveryNode8578,PaymentRecoveryNode8578,1,1
809,diagnostic_fork,exception,PaymentRecovery9476Error,PaymentRecovery9476Error,PaymentRecovery9476Error,1,1
810,isolated_observations,exception,,,,1,
811,bridge_with_noise,config_key,PAYMENT_RECOVERY_7479,PAYMENT_RECOVERY_7479,PAYMENT_RECOVERY_7479|PAYMENT_RECOVERY_0369,1,1
812,mixed_evidence,function_name,recover_payment_state_3113,recover_payment_state_3113,recover_payment_state_3113|recover_payment_state_6613,1,1
813,late_single_cause,config_key,PAYMENT_RECOVERY_4468,PAYMENT_RECOVERY_4468,PAYMENT_RECOVERY_4468|PAYMENT_RECOVERY_2754,1,1
814,three_tool_chain,class_name,PaymentRecoveryNode3469,PaymentRecoveryNode3469,PaymentRecoveryNode3469,1,1
815,speculative_loop,function_name,,recover_payment_state_3428,recover_payment_state_3428|recover_payment_state_4960,0,
816,competing_bridges,request_id,req-2432,req-2432,req-2432|req-5268,1,1
817,diagnostic_fork,exception,PaymentRecovery5584Error,PaymentRecovery5584Error,PaymentRecovery5584Error,1,1
818,two_hop_join,test_name,test_payment_recovery_6797,test_payment_recovery_6797,test_payment_recovery_6797,1,1
819,diagnostic_fork,function_name,recover_payment_state_1451,recover_payment_state_1451,recover_payment_state_1451,1,1
820,competing_bridges,config_key,PAYMENT_RECOVERY_2862,PAYMENT_RECOVERY_2862,PAYMENT_RECOVERY_2862|PAYMENT_RECOVERY_3010,1,1
821,mixed_evidence,test_name,test_payment_recovery_3657,test_payment_recovery_3657,test_payment_recovery_3657|test_payment_recovery_8597,1,1
822,late_single_cause,exception,PaymentRecovery1510Error,PaymentRecovery1510Error,PaymentRecovery1510Error|PaymentRecovery7332Error,1,1
823,ambiguous_competitors,exception,,PaymentRecovery9743Error,PaymentRecovery9743Error|PaymentRecovery5880Error,0,
824,stale_then_confirmed,config_key,PAYMENT_RECOVERY_2571,PAYMENT_RECOVERY_2571,PAYMENT_RECOVERY_2571|PAYMENT_RECOVERY_1801,1,1
825,speculative_loop,function_name,,recover_payment_state_8425,recover_payment_state_8425|recover_payment_state_2403,0,
826,bridge_with_noise,function_name,recover_payment_state_1305,recover_payment_state_1305,recover_payment_state_1305|recover_payment_state_7683,1,1
827,three_tool_chain,exception,PaymentRecovery9337Error,PaymentRecovery9337Error,PaymentRecovery9337Error,1,1
828,stale_then_confirmed,config_key,PAYMENT_RECOVERY_0223,PAYMENT_RECOVERY_0223,PAYMENT_RECOVERY_0223|PAYMENT_RECOVERY_2465,1,1
829,late_single_cause,class_name,PaymentRecoveryNode6900,PaymentRecoveryNode6900,PaymentRecoveryNode6900|PaymentRecoveryNode2938,1,1
830,competing_bridges,config_key,PAYMENT_RECOVERY_9116,PAYMENT_RECOVERY_9116,PAYMENT_RECOVERY_9116|PAYMENT_RECOVERY_2232,1,1
831,late_single_cause,class_name,PaymentRecoveryNode9619,PaymentRecoveryNode9619,PaymentRecoveryNode9619|PaymentRecoveryNode2223,1,1
832,late_single_cause,config_key,PAYMENT_RECOVERY_3890,PAYMENT_RECOVERY_3890,PAYMENT_RECOVERY_3890|PAYMENT_RECOVERY_7847,1,1
833,speculative_loop,exception,,PaymentRecovery7623Error,PaymentRecovery7623Error|PaymentRecovery2140Error,0,
834,stale_then_confirmed,function_name,recover_payment_state_7389,recover_payment_state_7389,recover_payment_state_7389|recover_payment_state_8518,1,1
835,bridge_with_noise,class_name,PaymentRecoveryNode9254,PaymentRecoveryNode9254,PaymentRecoveryNode9254|PaymentRecoveryNode6424,1,1
836,late_single_cause,function_name,recover_payment_state_8808,recover_payment_state_8808,recover_payment_state_8808|recover_payment_state_0943,1,1
837,mixed_evidence,request_id,req-2068,req-2068,req-2068|req-7746,1,1
838,diagnostic_fork,test_name,test_payment_recovery_5861,test_payment_recovery_5861,test_payment_recovery_5861,1,1
839,isolated_observations,function_name,,,,1,
840,ambiguous_competitors,class_name,,PaymentRecoveryNode5028,PaymentRecoveryNode5028|PaymentRecoveryNode7183,0,
841,competing_bridges,function_name,recover_payment_state_5896,recover_payment_state_5896,recover_payment_state_5896|recover_payment_state_2327,1,1
842,stale_then_confirmed,function_name,recover_payment_state_2113,recover_payment_state_2113,recover_payment_state_2113|recover_payment_state_5789,1,1
843,diagnostic_fork,exception,PaymentRecovery2584Error,PaymentRecovery2584Error,PaymentRecovery2584Error,1,1
844,diagnostic_fork,request_id,req-3370,req-3370,req-3370,1,1
845,mixed_evidence,file_path,services/payment/recovery_2990.py,services/payment/recovery_2990.py,services/payment/recovery_2990.py|services/payment/recovery_2159.py,1,1
846,two_hop_join,config_key,PAYMENT_RECOVERY_9633,PAYMENT_RECOVERY_9633,PAYMENT_RECOVERY_9633,1,1
847,speculative_loop,class_name,,PaymentRecoveryNode7539,PaymentRecoveryNode7539|PaymentRecoveryNode1787,0,
848,diagnostic_fork,config_key,PAYMENT_RECOVERY_6541,PAYMENT_RECOVERY_6541,PAYMENT_RECOVERY_6541,1,1
849,competing_bridges,test_name,test_payment_recovery_6859,test_payment_recovery_6859,test_payment_recovery_6859|test_payment_recovery_9542,1,1
850,competing_bridges,function_name,recover_payment_state_5106,recover_payment_state_5106,recover_payment_state_5106|recover_payment_state_0358,1,1
851,three_tool_chain,class_name,PaymentRecoveryNode2165,PaymentRecoveryNode2165,PaymentRecoveryNode2165,1,1
852,competing_bridges,config_key,PAYMENT_RECOVERY_2049,PAYMENT_RECOVERY_2049,PAYMENT_RECOVERY_2049|PAYMENT_RECOVERY_8095,1,1
853,competing_bridges,test_name,test_payment_recovery_9254,test_payment_recovery_9254,test_payment_recovery_9254|test_payment_recovery_0129,1,1
854,bridge_with_noise,config_key,PAYMENT_RECOVERY_0689,PAYMENT_RECOVERY_0689,PAYMENT_RECOVERY_0689|PAYMENT_RECOVERY_8632,1,1
855,diagnostic_fork,exception,PaymentRecovery1316Error,PaymentRecovery1316Error,PaymentRecovery1316Error,1,1
856,ambiguous_competitors,exception,,PaymentRecovery8035Error,PaymentRecovery8035Error|PaymentRecovery2890Error,0,
857,isolated_observations,exception,,,,1,
858,bridge_with_noise,test_name,test_payment_recovery_0562,test_payment_recovery_0562,test_payment_recovery_0562|test_payment_recovery_7290,1,1
859,two_hop_join,function_name,recover_payment_state_6501,recover_payment_state_6501,recover_payment_state_6501,1,1
860,bridge_with_noise,test_name,test_payment_recovery_0261,test_payment_recovery_0261,test_payment_recovery_0261|test_payment_recovery_6723,1,1
861,stale_then_confirmed,class_name,PaymentRecoveryNode3800,PaymentRecoveryNode3800,PaymentRecoveryNode3800|PaymentRecoveryNode3535,1,1
862,mixed_evidence,class_name,PaymentRecoveryNode3039,PaymentRecoveryNode3039,PaymentRecoveryNode3039|PaymentRecoveryNode1625,1,1
863,late_single_cause,config_key,PAYMENT_RECOVERY_6728,PAYMENT_RECOVERY_6728,PAYMENT_RECOVERY_6728|PAYMENT_RECOVERY_0793,1,1
864,stale_then_confirmed,class_name,PaymentRecoveryNode1554,PaymentRecoveryNode1554,PaymentRecoveryNode1554|PaymentRecoveryNode3771,1,1
865,speculative_loop,test_name,,test_payment_recovery_5020,test_payment_recovery_5020|test_payment_recovery_0976,0,
866,late_single_cause,class_name,PaymentRecoveryNode2236,PaymentRecoveryNode2236,PaymentRecoveryNode2236|PaymentRecoveryNode6164,1,1
867,ambiguous_competitors,request_id,,req-4338,req-4338|req-6610,0,
868,mixed_evidence,file_path,services/payment/recovery_3104.py,services/payment/recovery_3104.py,services/payment/recovery_3104.py|services/payment/recovery_2984.py,1,1
869,mixed_evidence,file_path,services/payment/recovery_8692.py,services/payment/recovery_8692.py,services/payment/recovery_8692.py|services/payment/recovery_1350.py,1,1
870,bridge_with_noise,config_key,PAYMENT_RECOVERY_7723,PAYMENT_RECOVERY_7723,PAYMENT_RECOVERY_7723|PAYMENT_RECOVERY_6910,1,1
871,isolated_observations,function_name,,,,1,
872,isolated_observations,class_name,,,,1,
873,isolated_observations,request_id,,,,1,
874,ambiguous_competitors,file_path,,services/payment/recovery_4432.py,services/payment/recovery_4432.py|services/payment/recovery_5955.py,0,
875,late_single_cause,test_name,test_payment_recovery_8450,test_payment_recovery_8450,test_payment_recovery_8450|test_payment_recovery_1595,1,1
876,mixed_evidence,test_name,test_payment_recovery_3956,test_payment_recovery_3956,test_payment_recovery_3956|test_payment_recovery_1475,1,1
877,speculative_loop,request_id,,req-8207,req-8207|req-8741,0,
878,speculative_loop,exception,,PaymentRecovery9247Error,PaymentRecovery9247Error|PaymentRecovery9452Error,0,
879,bridge_with_noise,request_id,req-8580,req-8580,req-8580|req-8945,1,1
880,speculative_loop,exception,,PaymentRecovery0510Error,PaymentRecovery0510Error|PaymentRecovery7116Error,0,
881,ambiguous_competitors,function_name,,recover_payment_state_8865,recover_payment_state_8865|recover_payment_state_2130,0,
882,two_hop_join,exception,PaymentRecovery1250Error,PaymentRecovery1250Error,PaymentRecovery1250Error,1,1
883,stale_then_confirmed,request_id,req-2843,req-2843,req-2843|req-6538,1,1
884,competing_bridges,exception,PaymentRecovery2516Error,PaymentRecovery2516Error,PaymentRecovery2516Error|PaymentRecovery3738Error,1,1
885,isolated_observations,exception,,,,1,
886,stale_then_confirmed,test_name,test_payment_recovery_5978,test_payment_recovery_5978,test_payment_recovery_5978|test_payment_recovery_3134,1,1
887,bridge_with_noise,exception,PaymentRecovery1656Error,PaymentRecovery1656Error,PaymentRecovery1656Error|PaymentRecovery3737Error,1,1
888,isolated_observations,function_name,,,,1,
889,competing_bridges,file_path,services/payment/recovery_9022.py,services/payment/recovery_9022.py,services/payment/recovery_9022.py|services/payment/recovery_1757.py,1,1
890,mixed_evidence,config_key,PAYMENT_RECOVERY_9541,PAYMENT_RECOVERY_9541,PAYMENT_RECOVERY_9541|PAYMENT_RECOVERY_7172,1,1
891,late_single_cause,exception,PaymentRecovery5407Error,PaymentRecovery5407Error,PaymentRecovery5407Error|PaymentRecovery7437Error,1,1
892,diagnostic_fork,request_id,req-2646,req-2646,req-2646,1,1
893,diagnostic_fork,exception,PaymentRecovery7125Error,PaymentRecovery7125Error,PaymentRecovery7125Error,1,1
894,isolated_observations,function_name,,,,1,
895,ambiguous_competitors,function_name,,recover_payment_state_1383,recover_payment_state_1383|recover_payment_state_6980,0,
896,two_hop_join,request_id,req-5403,req-5403,req-5403,1,1
897,mixed_evidence,config_key,PAYMENT_RECOVERY_6960,PAYMENT_RECOVERY_6960,PAYMENT_RECOVERY_6960|PAYMENT_RECOVERY_9544,1,1
898,late_single_cause,exception,PaymentRecovery3699Error,PaymentRecovery3699Error,PaymentRecovery3699Error|PaymentRecovery0295Error,1,1
899,stale_then_confirmed,config_key,PAYMENT_RECOVERY_9166,PAYMENT_RECOVERY_9166,PAYMENT_RECOVERY_9166|PAYMENT_RECOVERY_9075,1,1
900,late_single_cause,request_id,req-3200,req-3200,req-3200|req-2427,1,1
901,ambiguous_competitors,file_path,,services/payment/recovery_1098.py,services/payment/recovery_1098.py|services/payment/recovery_2268.py,0,
902,three_tool_chain,test_name,test_payment_recovery_2771,test_payment_recovery_2771,test_payment_recovery_2771,1,1
903,isolated_observations,file_path,,,,1,
904,three_tool_chain,config_key,PAYMENT_RECOVERY_5198,PAYMENT_RECOVERY_5198,PAYMENT_RECOVERY_5198,1,1
905,three_tool_chain,function_name,recover_payment_state_5287,recover_payment_state_5287,recover_payment_state_5287,1,1
906,two_hop_join,file_path,services/payment/recovery_2077.py,services/payment/recovery_2077.py,services/payment/recovery_2077.py,1,1
907,speculative_loop,file_path,,services/payment/recovery_9420.py,services/payment/recovery_9420.py|services/payment/recovery_0341.py,0,
908,ambiguous_competitors,file_path,,services/payment/recovery_3057.py,services/payment/recovery_3057.py|services/payment/recovery_5688.py,0,
909,speculative_loop,file_path,,services/payment/recovery_7872.py,services/payment/recovery_7872.py|services/payment/recovery_4801.py,0,
910,isolated_observations,function_name,,,,1,
911,speculative_loop,exception,,PaymentRecovery8793Error,PaymentRecovery8793Error|PaymentRecovery2118Error,0,
912,late_single_cause,test_name,test_payment_recovery_4077,test_payment_recovery_4077,test_payment_recovery_4077|test_payment_recovery_8945,1,1
913,bridge_with_noise,test_name,test_payment_recovery_9611,test_payment_recovery_9611,test_payment_recovery_9611|test_payment_recovery_7496,1,1
914,competing_bridges,test_name,test_payment_recovery_8381,test_payment_recovery_8381,test_payment_recovery_8381|test_payment_recovery_9714,1,1
915,competing_bridges,config_key,PAYMENT_RECOVERY_2527,PAYMENT_RECOVERY_2527,PAYMENT_RECOVERY_2527|PAYMENT_RECOVERY_5633,1,1
916,three_tool_chain,test_name,test_payment_recovery_6794,test_payment_recovery_6794,test_payment_recovery_6794,1,1
917,mixed_evidence,config_key,PAYMENT_RECOVERY_0981,PAYMENT_RECOVERY_0981,PAYMENT_RECOVERY_0981|PAYMENT_RECOVERY_6777,1,1
918,competing_bridges,function_name,recover_payment_state_4167,recover_payment_state_4167,recover_payment_state_4167|recover_payment_state_3395,1,1
919,two_hop_join,file_path,services/payment/recovery_4104.py,services/payment/recovery_4104.py,services/payment/recovery_4104.py,1,1
920,three_tool_chain,config_key,PAYMENT_RECOVERY_0246,PAYMENT_RECOVERY_0246,PAYMENT_RECOVERY_0246,1,1
921,late_single_cause,request_id,req-9193,req-9193,req-9193|req-2428,1,1
922,late_single_cause,exception,PaymentRecovery0887Error,PaymentRecovery0887Error,PaymentRecovery0887Error|PaymentRecovery0226Error,1,1
923,late_single_cause,request_id,req-2936,req-2936,req-2936|req-9460,1,1
924,mixed_evidence,exception,PaymentRecovery6054Error,PaymentRecovery6054Error,PaymentRecovery6054Error|PaymentRecovery8876Error,1,1
925,ambiguous_competitors,request_id,,req-8365,req-8365|req-8618,0,
926,diagnostic_fork,config_key,PAYMENT_RECOVERY_4836,PAYMENT_RECOVERY_4836,PAYMENT_RECOVERY_4836,1,1
927,competing_bridges,class_name,PaymentRecoveryNode6606,PaymentRecoveryNode6606,PaymentRecoveryNode6606|PaymentRecoveryNode3573,1,1
928,ambiguous_competitors,test_name,,test_payment_recovery_8739,test_payment_recovery_8739|test_payment_recovery_8962,0,
929,isolated_observations,class_name,,,,1,
930,isolated_observations,file_path,,,,1,
931,two_hop_join,request_id,req-8689,req-8689,req-8689,1,1
932,isolated_observations,config_key,,,,1,
933,two_hop_join,request_id,req-2741,req-2741,req-2741,1,1
934,bridge_with_noise,file_path,services/payment/recovery_3605.py,services/payment/recovery_3605.py,services/payment/recovery_3605.py|services/payment/recovery_1904.py,1,1
935,mixed_evidence,file_path,services/payment/recovery_1730.py,services/payment/recovery_1730.py,services/payment/recovery_1730.py|services/payment/recovery_7505.py,1,1
936,ambiguous_competitors,function_name,,recover_payment_state_8548,recover_payment_state_8548|recover_payment_state_6541,0,
937,mixed_evidence,exception,PaymentRecovery4638Error,PaymentRecovery4638Error,PaymentRecovery4638Error|PaymentRecovery6532Error,1,1
938,three_tool_chain,class_name,PaymentRecoveryNode1853,PaymentRecoveryNode1853,PaymentRecoveryNode1853,1,1
939,mixed_evidence,test_name,test_payment_recovery_1481,test_payment_recovery_1481,test_payment_recovery_1481|test_payment_recovery_4699,1,1
940,bridge_with_noise,exception,PaymentRecovery0663Error,PaymentRecovery0663Error,PaymentRecovery0663Error|PaymentRecovery4432Error,1,1
941,isolated_observations,function_name,,,,1,
942,diagnostic_fork,class_name,PaymentRecoveryNode7526,PaymentRecoveryNode7526,PaymentRecoveryNode7526,1,1
943,two_hop_join,class_name,PaymentRecoveryNode7293,PaymentRecoveryNode7293,PaymentRecoveryNode7293,1,1
944,stale_then_confirmed,file_path,services/payment/recovery_4980.py,services/payment/recovery_4980.py,services/payment/recovery_4980.py|services/payment/recovery_2742.py,1,1
945,stale_then_confirmed,exception,PaymentRecovery8014Error,PaymentRecovery8014Error,PaymentRecovery8014Error|PaymentRecovery6063Error,1,1
946,competing_bridges,class_name,PaymentRecoveryNode3761,PaymentRecoveryNode3761,PaymentRecoveryNode3761|PaymentRecoveryNode8518,1,1
947,isolated_observations,class_name,,,,1,
948,bridge_with_noise,request_id,req-5766,req-5766,req-5766|req-1427,1,1
949,competing_bridges,function_name,recover_payment_state_2085,recover_payment_state_2085,recover_payment_state_2085|recover_payment_state_0806,1,1
950,two_hop_join,class_name,PaymentRecoveryNode6134,PaymentRecoveryNode6134,PaymentRecoveryNode6134,1,1
951,three_tool_chain,request_id,req-1653,req-1653,req-1653,1,1
952,ambiguous_competitors,config_key,,PAYMENT_RECOVERY_1457,PAYMENT_RECOVERY_1457|PAYMENT_RECOVERY_1775,0,
953,diagnostic_fork,test_name,test_payment_recovery_6991,test_payment_recovery_6991,test_payment_recovery_6991,1,1
954,competing_bridges,config_key,PAYMENT_RECOVERY_8780,PAYMENT_RECOVERY_8780,PAYMENT_RECOVERY_8780|PAYMENT_RECOVERY_6180,1,1
955,isolated_observations,exception,,,,1,
956,two_hop_join,exception,PaymentRecovery4205Error,PaymentRecovery4205Error,PaymentRecovery4205Error,1,1
957,three_tool_chain,exception,PaymentRecovery2637Error,PaymentRecovery2637Error,PaymentRecovery2637Error,1,1
958,late_single_cause,exception,PaymentRecovery5651Error,PaymentRecovery5651Error,PaymentRecovery5651Error|PaymentRecovery4497Error,1,1
959,competing_bridges,request_id,req-0110,req-0110,req-0110|req-6289,1,1
960,ambiguous_competitors,file_path,,services/payment/recovery_7038.py,services/payment/recovery_7038.py|services/payment/recovery_9196.py,0,
961,bridge_with_noise,test_name,test_payment_recovery_0482,test_payment_recovery_0482,test_payment_recovery_0482|test_payment_recovery_4517,1,1
962,late_single_cause,function_name,recover_payment_state_0693,recover_payment_state_0693,recover_payment_state_0693|recover_payment_state_9561,1,1
963,two_hop_join,config_key,PAYMENT_RECOVERY_1675,PAYMENT_RECOVERY_1675,PAYMENT_RECOVERY_1675,1,1
964,diagnostic_fork,request_id,req-8530,req-8530,req-8530,1,1
965,bridge_with_noise,file_path,services/payment/recovery_4858.py,services/payment/recovery_4858.py,services/payment/recovery_4858.py|services/payment/recovery_0648.py,1,1
966,mixed_evidence,exception,PaymentRecovery2320Error,PaymentRecovery2320Error,PaymentRecovery2320Error|PaymentRecovery6469Error,1,1
967,two_hop_join,class_name,PaymentRecoveryNode5179,PaymentRecoveryNode5179,PaymentRecoveryNode5179,1,1
968,competing_bridges,test_name,test_payment_recovery_3795,test_payment_recovery_3795,test_payment_recovery_3795|test_payment_recovery_3078,1,1
969,bridge_with_noise,test_name,test_payment_recovery_5691,test_payment_recovery_5691,test_payment_recovery_5691|test_payment_recovery_2772,1,1
970,diagnostic_fork,file_path,services/payment/recovery_1206.py,services/payment/recovery_1206.py,services/payment/recovery_1206.py,1,1
971,two_hop_join,request_id,req-5566,req-5566,req-5566,1,1
972,isolated_observations,class_name,,,,1,
973,diagnostic_fork,function_name,recover_payment_state_8649,recover_payment_state_8649,recover_payment_state_8649,1,1
974,stale_then_confirmed,file_path,services/payment/recovery_5565.py,services/payment/recovery_5565.py,services/payment/recovery_5565.py|services/payment/recovery_7681.py,1,1
975,diagnostic_fork,request_id,req-3582,req-3582,req-3582,1,1
976,isolated_observations,config_key,,,,1,
